MovieID,description,
618,"This film is a romantic romantic comedy. Yad Dodge (Antonio Banderas) has long given up his wish to become a painter and is willing to stay in Miami Beach as a gallery owner. Because business is bad, Yad can only find other ways to make money. At this time, a silly lady Betty Kona (Melanie Griffith) appeared in front of Yade. They fell in love at first sight, got out of control and spent a night of lingering passion together. Betty has just divorced for the second time. Her first two marriages were with the same man, Kim. At this time, Betty met Yade and regarded him as the candidate for the third husband, while Betty's ex husband was still pestering her. Betty had sent a wedding invitation before adegan could have thought about it. Everything seems to be imperative. But at this time, Yade couldn't extricate himself from falling in love with Betty's sister Liz Kona (Dali Hannah). The two sisters' personalities were very different. After trying to delay the wedding, Yade thought of a plan and created his twin brother Bart. In fact, Yade played two roles in real life, hoping that his Bart could get Liz's heart. This plan seems too perfect, but can this good way that even God can't think of come true? Or Yade's big trouble has just begun.",
619,A trained chimpanzee plays third base for a minor-league baseball team.,
620,"Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive.",
621,"Old woman Berthe leaves her house to live in her daugter Emilie&apos;s one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up, an",
623,"&quot;A Modern Affair&quot; is a romantic comedy about the strain of contemporary relationships, one woman&apos;s urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect corporate executive -- bright, successful, attract",
624,Prison guard falls in love with inmate. She wants him to let her escape.,
625,"A coming-of-age comedy/drama set in Tunisia. Twelve-year-old Noura is an impressionable boy who must learn to reconcile two conflicting worlds - the loving world of Muslim women and the vastly different, harsher world of men - while ",
626,A Fast Paced Woman-zing Club Promoter next in line to take over gets paid back in full when he scorns a beautiful woman with psychotic tendencies who will punish him for breaking her heart. A,
627,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",
628,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",
629,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxer w",
630,"Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, when seventeen-year-old beauty enrolls in hi",
631,"Charlie and Itchy return to Earth to find Gabriel&apos;s Horn, but along the way meet up with a young boy named David, who ran away from home.",
632,David is an unemployed communist that comes to Spain in 1937 during the civil war to enroll the republicans and defend the democracy against the fascists. He makes friends between the soldiers.,
633,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautifull",
634,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",
635,"Earl Pilcher, Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he&apos;s not her natural son, but the son of a Bla",
636,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what is r",
637,"Sgt. Bilko is a well-liked conman in charge of the army base&apos;s motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he&apos;s coming to inspect the base for possible closure.",
638,A young American woman becomes a nanny in the home of a recent British widower.,
639,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,
640,The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,
641,"The Parisian broker Steph only needs the signature from his wife Patricia for their divorce - but she left 13 years ago for living with Amazonas indians. Steph finds her in the village and gets stuck for two days, where he learns tha",
642,"A prosperous writer of kid's books falls in adore with a female which very special connection to her dad results in a terrible horror significantly changing the life of all persons engaged. Leon, a writer of children's books, and his eleven-year old girl Tanja come to Denmark for their vacations. Here, Leon dreams to disregard the trauma moving him since his spouse died in a car accident two years ago and keeping him from writing. But the new environment does not free him from his problem - until he makes the friend of Roula, a young lady who runs the holiday house rental agency. Leon is caught not so much by her bodily attraction, but by the trick that seems to cast a shade over her life - and by the scars that they reveal. Roula lives alone with her dad in an remote house. When Leon recognizes the true personality of their connection, it is already too late - he can no much longer stop the slide of events caused off by him. The apparently undamaged and good world breaks apart in as much a consistent as terrible way, leaving the protagonists to pay a high cost for their newly attained independence.",
